goodreads_book_id,authors,original_publication_year,title,average_rating,ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5
9462795,Josephine Angelini,2011,"Starcrossed (Starcrossed, #1)",4.08,49448,4837,1687,2999,9061,17058,24397
7739934,Alyson Noel,2010,"Night Star (The Immortals, #5)",3.82,43998,1347,1791,4301,10858,12187,16730
67238,N.H. Kleinbaum,1988,Dead Poets Society,4.21,33645,752,395,1238,5735,12617,17236
23745132,Emily Bleeker,2015,Wreckage,3.66,25533,2745,1030,3379,9583,11938,7888
63720,Terry Pratchett,1999,"The Fifth Elephant (Discworld, #24; City Watch, #5)",4.24,40138,969,101,726,7320,18629,20330
1524173,John Flanagan,2006,"The Sorcerer in the North (Ranger's Apprentice, #5)",4.25,39795,1327,470,996,6829,15486,21637
639864,Paramahansa Yogananda,1946,Autobiography of a Yogi,4.22,26713,1408,752,1391,4587,8413,16473
9595650,Kevin Hearne,2011,"Hexed (The Iron Druid Chronicles, #2)",4.22,39926,2245,210,834,6658,17967,18836
1325218,"Alvin Schwartz, Stephen Gammell",1981,"Scary Stories to Tell in the Dark (Scary Stories, #1)",4.05,38879,1512,763,2190,8472,11376,17276
26109394,Harlan Coben,2016,Fool Me Once,3.9,30788,4096,913,2458,10459,18044,13594
27323,John Hersey,1946,Hiroshima,3.94,41338,2062,738,2184,9825,16758,13831
6316171,Jennifer Brown,2009,Hate List,4.03,39677,4285,872,2179,8483,15813,16842
15283043,Kasie West,2013,The Distance Between Us,3.95,44366,5514,834,2506,10652,16916,15696
3873,Karen Armstrong,1975,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",3.85,32506,1143,1625,2189,7599,11380,11783
16131032,James S.A. Corey,2013,"Abaddon's Gate (The Expanse, #3)",4.18,27860,2417,142,712,5701,18187,14753
5932,"Pablo Neruda, W.S. Merwin, Cristina García",1924,Twenty Love Poems and a Song of Despair,4.33,31606,1505,520,1003,4472,11501,20414
382549,Tom Clancy,1988,"The Cardinal of the Kremlin (Jack Ryan Universe, #5)",4.01,37672,507,188,1344,9279,15970,12918
1062516,David Shannon,1998,"No, David!",4.11,36963,1885,1110,2172,6499,9026,18379
18414,"Thomas More, Paul Turner",1516,Utopia,3.5,36680,1887,1177,5222,15801,14313,7721
1099301,"Pseudonymous Bosch, Gilbert Ford",2007,"The Name of This Book Is Secret (Secret, #1)",4.04,39440,3180,1043,2144,8129,13529,17345
18053060,Danielle  Paige,2014,"Dorothy Must Die (Dorothy Must Die, #1)",3.84,44785,7881,1455,3568,11035,18176,14785
16429,Dean Koontz,2006,The Husband,3.8,36233,1638,561,2435,11052,14284,9922
7048800,Aimee Bender,2010,The Particular Sadness of Lemon Cake,3.19,42885,9036,3263,9025,17055,13468,5577
6588,James Patterson,2003,"The Big Bad Wolf  (Alex Cross, #9)",3.97,37060,938,320,1590,9647,16019,12659
533465,"Dai Sijie, Ina Rilke",2000,Balzac and the Little Chinese Seamstress,3.63,39927,3558,686,3659,14466,17027,7602
18813642,Roxane Gay,2014,Bad Feminist,3.91,41012,5030,1046,2612,9283,17369,13580
226709,V.C. Andrews,1980,"Petals on the Wind (Dollanganger, #2)",3.82,40354,1667,955,3458,11845,14517,13539
6690,"Roald Dahl, Quentin Blake",1975,Danny the Champion of the World,4.07,39802,1844,496,1933,9393,15259,17968
9160695,Amy Chua,2011,Battle Hymn of the Tiger Mother,3.61,34710,6270,990,3331,12436,15039,6940
19351043,Noelle Stevenson,2015,Nimona,4.2,44825,6660,1830,1857,6056,16529,25708
1192,Giada De Laurentiis,2005,Everyday Italian: 125 Simple and Delicious Recipes,3.97,32751,209,1008,1636,6966,10955,12306
6537,Patricia Cornwell,1995,"From Potter's Field (Kay Scarpetta, #6)",4.02,41377,636,211,1356,10272,17581,14535
84736,James Patterson,2005,"Mary, Mary (Alex Cross, #11)",3.93,36926,1136,301,1679,10270,15431,11747
15055,Jeanette Winterson,1985,Oranges Are Not the Only Fruit,3.75,35082,1912,1086,3147,10727,15204,10150
16139641,R.K. Lilley,2013,"Grounded (Up in the Air, #3)",4.29,53089,2252,666,1739,6995,16258,27727
19427193,Ravinder Singh,2007,I Too Had a Love Story,3.64,24307,1616,2021,3266,6759,8385,8730
25051,"Betty MacDonald, Alexandra Boiger",1947,"Mrs. Piggle-Wiggle (Mrs. Piggle Wiggle, #1)",4.16,44068,1080,847,1639,8082,13512,21048
58962,Michael Connelly,1997,"Trunk Music (Harry Bosch, #5; Harry Bosch Universe, #6)",4.15,34702,1105,105,626,6805,18196,14270
18505796,Dan   Harris,2014,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",3.93,33969,3485,1106,2034,7948,15912,12748
120230,"Ina Garten, Quentin Bacon",2006,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,4.16,32611,178,944,1094,4974,10514,15218
32504,Michael Connelly,1998,"Blood Work (Harry Bosch Universe, #8; Terry McCaleb #1)",4.11,34296,999,216,892,6907,16077,13402
41821,Isaac Asimov,1972,The Gods Themselves,4.08,35247,1150,299,1350,7879,15381,14628
6393047,Peter Lerangis,2010,"The Viper's Nest (39 Clues, #7)",3.97,37663,555,1108,2115,8798,10964,15155
7742,Sena Jeter Naslund,1999,"Ahab's Wife, or The Star-Gazer",4.02,34603,2360,1009,2003,6496,12251,14425
13570,"CLAMP, Anthony Gerard",2004,"Tsubasa: RESERVoir CHRoNiCLE, Vol. 01",4.12,34661,330,941,1862,6018,9162,16860
8962,Darren Shan,2000,"A Living Nightmare (Cirque Du Freak, #1)",4.07,38753,2916,658,2227,8592,13698,17881
297627,"Alan Moore, Kevin O'Neill",2000,"The League of Extraordinary Gentlemen, Vol. 1",3.93,40404,1201,687,2255,9526,16088,13262
169756,M.T. Anderson,2002,Feed,3.54,42426,5504,2832,5218,12155,14364,10298
3819326,Nalini Singh,2009,"Angels' Blood (Guild Hunter, #1)",4.12,53738,3599,1565,2646,9498,18531,26268
752900,"Euripides, Rex Warner",-431,Medea,3.83,40237,1037,709,3123,11554,14888,12683
6342491,Cinda Williams Chima,2009,"The Demon King (Seven Realms, #1)",4.2,46756,4018,950,1559,6794,17605,22616
821056,Hannah Hurnard,1955,Hinds' Feet on High Places,4.3,33398,933,590,1234,4784,9071,19633
38333,Charles Burns,1995,Black Hole,3.83,33070,1849,1162,2634,7995,11859,10974
19358975,"Brian K. Vaughan, Fiona Staples",2014,"Saga, Vol. 3 (Saga, #3)",4.56,47549,3506,145,358,2805,14440,31268
20263040,Lee Child,2014,"Personal (Jack Reacher, #19)",3.9,19107,3156,496,2013,9620,15703,11221
15994634,Therese Anne Fowler,2013,Z: A Novel of Zelda Fitzgerald,3.82,27563,4020,685,2028,9256,15941,8877
4979,Kurt Vonnegut Jr.,2005,A Man Without a Country,4.07,29859,2044,192,1229,6362,12567,11744
17667452,Catherine Ryan Hyde,2009,When I Found You,3.92,16032,2506,355,1490,7550,13561,9048
25893693,Martha Hall Kelly,2016,Lilac Girls,4.31,42421,6679,562,1142,5877,21014,26919
552894,"James Patterson, Maxine Paetro",2008,"7th Heaven (Women's Murder Club, #7)",4.06,38503,1604,176,1181,9121,17415,14600
23664710,Lee Child,2015,"Make Me (Jack Reacher, #20)",3.95,20999,3420,578,1752,8085,15404,11604
18428067,Anthony Marra,2013,A Constellation of Vital Phenomena,4.13,23374,5576,714,1622,5348,12392,15224
13496738,Abbi Glines,2012,"While It Lasts (Sea Breeze, #3)",4.24,49620,2236,419,1371,7547,18393,24269
13414676,Will Schwalbe,2012,The End of Your Life Book Club,3.81,35412,6644,1016,2905,9783,14960,10972
1672727,Lauren Barnholdt,2007,Two-Way Street,3.8,42028,1848,1186,3709,11189,13153,13537
16001443,Raine Miller,2012,"All In (The Blackstone Affair, #2)",4.11,48278,2033,790,2267,8838,17309,21061
1814843,John Flanagan,2006,"The Siege of Macindaw (Ranger's Apprentice, #6)",4.33,37607,1195,223,721,5474,13990,21449
49221,C.S. Lewis,1961,A Grief Observed,4.26,35913,1930,403,976,5410,12917,18448
22416,"Warren Ellis, Darick Robertston, Garth Ennis",1998,"Transmetropolitan, Vol. 1: Back on the Street (Transmetropolitan, #1)",4.23,30790,868,774,1426,4709,10068,17714
13833,Tamora Pierce,1994,"Emperor Mage (Immortals, #3)",4.3,44115,629,323,895,6746,15496,23696
8099187,George W. Bush,2010,Decision Points,3.77,28943,2557,1293,1906,7652,12627,8188
6387565,"James Patterson, Gabrielle Charbonnet",2009,"Witch & Wizard (Witch & Wizard, #1)",3.57,28291,4345,2892,5695,12892,13690,12376
386286,"Jean Craighead George, John Schoenherr",1972,"Julie of the Wolves (Julie of the Wolves, #1)",3.79,46442,1320,1153,3483,13085,16549,13367
37743,Judy Blume,1975,Forever . . .,3.63,42164,3377,1806,4941,13816,14493,11632
22609391,David McCullough,2015,The Wright Brothers,4.16,35786,4425,984,1232,5673,15914,17666
31231,Robert Ludlum,1979,The Matarese Circle (Matarese #1),4.03,32016,264,246,1106,7377,13100,11315
3147367,Jon Meacham,2008,American Lion: Andrew Jackson in the White House,3.76,32564,1378,1309,2419,8198,12414,9099
15842230,David Baldacci,2012,"The Forgotten (John Puller, #2)",4.07,27953,2540,270,1065,6957,16796,12471
16065004,Brandon Sanderson,2015,"Shadows of Self (Mistborn, #5)",4.3,32170,2804,85,469,4687,17295,17943
17262155,Helen Fielding,2013,"Mad About the Boy (Bridget Jones, #3)",3.32,30713,5593,2230,5980,13827,11828,5722
30633,C.S. Lewis,1960,The Four Loves,4.16,29684,1109,444,1001,5530,11563,13972
20639274,Mia Sheridan,2014,Archer's Voice,4.45,53131,7779,553,1382,5524,15336,37225
11010251,Alyson Richman,2011,The Lost Wife,4.2,33427,3949,295,767,5091,15125,14653
10505,"Umberto Eco, Girolamo De Michele, Alastair McEwen",2004,History of Beauty,3.77,33893,169,2959,2615,6651,9310,12910
18765,Robert Graves,1934,"I, Claudius (Claudius, #1)",4.27,38484,1862,425,1092,5360,14800,20226
13326831,Joelle Charbonneau,2013,"The Testing (The Testing, #1)",4.05,38142,5339,680,1918,7943,16551,15748
17908462,Janet Evanovich,2013,"Takedown Twenty (Stephanie Plum, #20)",3.75,36002,4970,674,3508,14114,15618,11851
13628209,Kirsty Moseley,2011,The Boy Who Sneaks in My Bedroom Window,3.95,50929,4371,3493,3945,8704,14811,24402
13829,Tamora Pierce,2006,"Terrier (Beka Cooper, #1)",4.16,48028,1594,1282,1973,7618,15689,23283
8788554,Darynda Jones,2011,"First Grave on the Right (Charley Davidson, #1)",4.07,50689,6132,1403,2758,9980,19654,23620
18039963,"Amanda Lindhout, Sara Corbett",2013,A House in the Sky,4.2,29369,3574,481,955,4513,12644,14547
9615347,Vera Brosgol,2011,Anya's Ghost,3.88,39477,3671,1218,2300,9907,15715,13069
9912,Bret Easton Ellis,1987,The Rules of Attraction,3.71,29456,1102,699,2615,9441,12328,7312
30262,Kim Harrison,2005,"The Good, the Bad, and the Undead (The Hollows, #2)",4.26,49321,1641,253,1014,7909,19521,24272
66693,R.A. Salvatore,1988,"The Crystal Shard (Forgotten Realms: Icewind Dale, #1; Legend of Drizzt, #4)",4.13,32300,691,238,1304,6804,12712,14785
44597,Jean Rhys,1966,Wide Sargasso Sea,3.56,21053,3625,1715,5110,13735,15418,9360
16286,John Fowles,1965,The Magus,4.04,32914,2038,1050,2211,6360,12018,15598
189811,David Eddings,1988,"King of the Murgos (The Malloreon, #2)",4.1,40098,249,274,1508,8788,15679,16873
402014,Louise Rennison,2000,"On the Bright Side, I'm Now the Girlfriend of a Sex God (Confessions of Georgia Nicolson, #2)",3.96,39114,888,685,2393,10345,13728,15541
20821614,Caroline Kepnes,2014,"You (You, #1)",3.83,36383,7892,1561,3095,9358,16925,12929
13618440,Laini Taylor,2014,"Dreams of Gods & Monsters (Daughter of Smoke & Bone, #3)",4.23,47315,8247,528,1924,8159,19339,26752
1205297,John Grisham,2007,Playing for Pizza,3.41,34577,3642,1436,5072,13273,10948,6121
9284655,Colleen Houck,2011,"Tiger's Curse (The Tiger Saga, #1)",4.07,46077,5262,2482,3220,6975,11651,24406
105,Frank Herbert,1985,Chapterhouse: Dune (Dune Chronicles #6),3.89,34822,552,676,2612,9170,12496,12201
20821284,Jacqueline Woodson,2014,Brown Girl Dreaming,4.11,33779,5349,1732,1625,4992,11824,17460
7094569,Mira Grant,2010,"Feed (Newsflesh Trilogy, #1)",3.86,38956,5228,1858,3290,8313,13855,14583
3476,Gwyn Hyman Rubio,1998,Icy Sparks,3.68,34128,1103,737,2819,10815,12979,7601
77394,L.M. Montgomery,1917,"Anne's House of Dreams (Anne of Green Gables, #5)",4.12,57062,1389,872,2177,11467,20526,25784
75024,Steve Berry,2006,"The Templar Legacy (Cotton Malone, #1)",3.81,35804,1729,843,2479,10458,14921,10420
89165,Sue Grafton,1993,"J is for Judgment (Kinsey Millhone, #10)",4.01,39214,525,250,1003,10593,16261,13622
4836308,Katherine Howe,2009,The Physick Book of Deliverance Dane,3.7,41284,5539,1041,3900,13233,16803,10375
55401,Steven Erikson,2000,"Deadhouse Gates (The Malazan Book of the Fallen, #2)",4.25,34042,1433,488,1239,5126,13350,18828
17983690,Kylie Scott,2013,"Lick (Stage Dive, #1)",4.15,54585,5374,815,2203,10197,24238,26566
78982,Jeffrey Archer,1976,"Not a Penny More, Not a Penny Less",4,28853,864,238,1124,7056,12746,10043
2315892,Joe Abercrombie,2009,Best Served Cold,4.16,36268,1908,440,1356,6346,15971,17088
18635113,Emma Healey,2014,Elizabeth Is Missing,3.7,26931,5096,939,3055,10623,15355,8253
154424,Vince Flynn,2005,"Consent to Kill (Mitch Rapp, #8)",4.36,30675,811,197,424,3629,12053,17348
8171378,Isabel Wilkerson,2010,The Warmth of Other Suns: The Epic Story of America's Great Migration,4.31,31308,4594,502,1069,3883,10772,18384
20706317,Claire North,2014,The First Fifteen Lives of Harry August,4.04,22327,5236,826,1866,6187,14323,13771
13623012,Carlos Ruiz Zafón,2011,"The Prisoner of Heaven (The Cemetery of Forgotten Books, #3)",3.96,27987,3922,248,1802,9358,16853,12134
11366,"Barbara W. Tuchman, Robert K. Massie",1962,The Guns of August,4.18,35147,1674,845,1281,5342,12858,17369
937249,Vince Flynn,2001,"Separation of Power (Mitch Rapp, #5)",4.32,30081,709,127,462,4008,12628,15961
71865,John Marsden,1993,"Tomorrow, When the War Began (Tomorrow, #1)",4.05,36501,2574,718,1937,7428,15236,15564
6514074,"Robert M. Edsel, Bret Witter",2009,"The Monuments Men: Allied Heroes, Nazi Thieves, and the Greatest Treasure Hunt in History",3.75,30583,3282,1426,2577,8985,12646,9581
18140047,Ava Dellaira,2014,Love Letters to the Dead,3.82,38701,6385,1588,3744,10770,15186,14626
10776793,Helen Bryan,2007,War Brides,3.75,16565,3139,778,2585,9308,12850,8461
27071490,Yaa Gyasi,2016,Homegoing,4.41,41524,7846,214,743,4520,17394,27113
7237456,Mary Roach,2010,Packing for Mars: The Curious Science of Life in the Void,3.93,35724,3737,861,1817,8333,15749,11832
3410425,David Baldacci,2008,"Divine Justice (Camel Club, #4)",4.17,35071,1281,236,768,6103,16164,14801
3918010,"Mark Millar, John Romita Jr., Rob Liefeld",2010,"Kick-Ass (Kick-Ass, #1)",4.04,30688,874,732,1596,6073,11366,12812
408615,"Immaculée Ilibagiza, Steve Erwin",2006,Left to Tell: Discovering God Amidst the Rwandan Holocaust,4.43,30270,4644,303,540,3066,9238,18805
6686101,Michael  Grant,2011,"Plague (Gone, #4)",4.18,38819,1869,642,1552,6573,14031,19198
5344,Charles Dickens,1854,Hard Times,3.5,34675,2098,1604,4753,14259,13967,7587
16033842,Joël Dicker,2011,La Vérité sur l'affaire Harry Quebert,3.94,14610,5284,1626,2707,7257,14067,14957
3722183,Kate Atkinson,2015,A God in Ruins,3.92,26604,4886,908,1977,6958,13336,11000
6681454,Harlan Coben,2010,Caught,3.98,34168,2918,285,1353,8842,17024,11550
46202,Maria V. Snyder,2006,"Magic Study (Study, #2)",4.06,48234,3955,461,2157,11204,22337,20344
667985,"CLAMP, Shirley Kubo",2001,"Chobits, Vol. 1",4.05,34149,257,1089,2071,6685,8499,15978
57891,"Koushun Takami, Yuji Oniki",1999,Battle Royale,4.24,35641,3994,441,1298,5660,14240,19554
5126859,Sarah Addison Allen,2010,The Girl Who Chased the Moon,3.97,41049,5757,320,1925,10749,19058,14242
107301,Nevil Shute,1950,A Town Like Alice,4.12,36007,2706,354,1195,7236,15396,15524
18667945,Sophia Amoruso,2014,#GIRLBOSS,3.71,40090,2980,2080,4220,11094,13126,13221
2485785,Diane Chamberlain,2006,The Secret Life of CeeCee Wilkes,4.09,32490,3342,467,1251,6556,15560,13747
188230,Elizabeth Peters,1975,Crocodile on the Sandbank (Amelia Peabody #1),4.02,44395,3175,882,2150,9526,16802,17567
6070950,Nora Roberts,2009,"Bed of Roses (Bride Quartet, #2)",4.11,45089,2014,317,1708,9506,17704,19253
19670,Tom Clancy,1994,"Debt of Honor (Jack Ryan Universe, #8)",4.03,34952,431,283,1264,7984,14650,12436
17343,C.S. Lewis,1956,Till We Have Faces,4.19,36758,3172,442,1642,6364,12481,18265
224500,Anthony Horowitz,2001,"Point Blank (Alex Rider, #2)",4.1,39296,1837,254,1568,8523,15503,16634
15676,Dean Koontz,1986,Strangers,3.98,34661,575,445,1477,8708,13232,12396
93794,Daniel Silva,2000,"The Kill Artist (Gabriel Allon, #1)",4,31579,1501,845,1439,7180,14473,12428
490867,Mo Willems,2004,"Knuffle Bunny: A Cautionary Tale (Knuffle Bunny, #1)",4.26,37886,2110,771,1492,5512,10413,21234
47558,Edward Gorey,1963,"The Gashlycrumb Tinies (The Vinegar Works, #1)",4.23,37054,682,1192,1741,5141,9414,20942
13147230,"Terry Pratchett, Stephen Baxter",2012,"The Long Earth (The Long Earth, #1)",3.74,32313,4017,809,2979,10583,15127,8939
1319,"Steven Pressfield, Robert McKee",2002,The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,4.07,31399,3578,992,2088,6294,11688,15976
13223520,Abbi Glines,2004,"Existence (Existence Trilogy, #1)",3.95,51368,3285,1812,3581,10445,16505,20278
11438,Raymond Carver,1981,What We Talk About When We Talk About Love,4.22,29807,2056,330,1099,4670,12177,15241
104379,Sarah Dessen,1996,That Summer,3.49,43723,2367,1839,6448,15690,12010,10304
10790290,Michael J. Sullivan,2011,"Theft of Swords (The Riyria Revelations, #1-2)",4.21,33076,2631,405,1064,4971,14512,16110
17286747,Diane Chamberlain,2013,"Necessary Lies (Necessary Lies, #1)",4.21,32761,3992,398,816,4805,15590,15580
218467,"Larry Niven, Jerry Pournelle",1977,Lucifer's Hammer,3.98,33228,1156,446,1640,7814,13231,11866
114144,Nora Roberts,1996,Montana Sky,4.07,36576,861,306,1461,8475,13421,14947
31548,"W. Somerset Maugham, Benjamin DeMott, Maeve Binchy",1915,Of Human Bondage,4.11,33028,2567,587,1726,6508,13571,16123
18879761,Gayle Forman,2015,I Was Here,3.78,38196,5386,854,2828,12095,16301,10892
99110,"A.A. Milne, Ernest H. Shepard",1961,"The Complete Tales and Poems of Winnie-the-Pooh (Winnie-the-Pooh, #1-4)",4.49,37312,249,300,648,3918,8660,24994
32527,Lisa Gardner,2004,"Alone (Detective D.D. Warren, #1)",3.97,36437,1728,466,1557,9199,16391,12457
153542,Virginia Lee Burton,1938,Mike Mulligan and His Steam Shovel,4.2,42632,525,569,1637,7816,12366,21347
17383994,Veronica Roth,2013,"Divergent Series Complete Box Set (Divergent, #1-3)",4.32,19325,1149,343,1024,4407,9425,18175
116296,Terry Pratchett,2007,"Making Money (Discworld, #36; Moist Von Lipwig, #2)",4.23,39419,1490,118,846,7222,17340,19565
7074000,Nora Roberts,2010,"Happy Ever After (Bride Quartet, #4)",4.17,40323,2024,306,1460,8200,15969,19894
10908,Jodi Picoult,1993,Harvesting the Heart,3.59,35064,2461,977,3826,12403,13074,7503
16150830,Alexandra Bracken,2013,"Never Fade (The Darkest Minds, #2)",4.33,46332,4807,399,1180,5785,16493,25608
3257136,"Vicki Myron, Bret Witter",2008,Dewey: The Small-Town Library Cat Who Touched the World,3.85,40356,5439,987,3336,10995,13816,14161
16248113,Soman Chainani,2013,"The School for Good and Evil (The School for Good and Evil, #1)",4,35890,4713,1617,2495,7040,11963,16802
30259,Kim Harrison,2007,"For a Few Demons More (The Hollows, #5)",4.33,44879,1184,215,777,6181,16815,24473
20821043,Tana French,2014,"The Secret Place (Dublin Murder Squad, #5)",3.83,30834,4883,729,2363,9360,16607,9608
6604209,Brandon Sanderson,2009,"Mistborn Trilogy Boxed Set (Mistborn, #1-3)",4.55,22917,982,130,425,2185,8517,21119
227729,Jeffery Deaver,1998,"The Coffin Dancer (Lincoln Rhyme, #2)",4.16,34121,806,227,731,6301,14731,14284
6545536,Gordon Korman,2010,"The Emperor's Code (The 39 Clues, #8)",4.04,36068,518,845,1691,8075,10580,15355
808853,"Margret Rey, H.A. Rey",1969,The Complete Adventures of Curious George,4.23,39453,165,605,1457,6747,10540,20453
11082037,Michael Connelly,2011,"The Drop (Harry Bosch, #17; Harry Bosch Universe, #21)",4.14,32426,2452,145,697,6513,17892,13776
500503,Naoko Takeuchi,1992,"Sailor Moon, #1 (Sailor Moon, #1)",4.29,34951,391,996,1385,4754,7181,20876
17331349,"Steven D. Levitt, Stephen J. Dubner",2014,Think Like a Freak,3.82,25990,2675,526,1711,9028,13187,8272
13436373,"Raina Telgemeier, Gurihiru",2012,Drama,4.14,42759,3596,1152,2028,7558,12801,21303
3110,Sarah Vowell,2005,Assassination Vacation,3.98,32176,3408,523,1545,6889,14274,10894
92121,Roger Zelazny,1970,Nine Princes in Amber (The Chronicles of Amber #1),4.1,37961,1354,736,1990,7001,12982,17381
18144053,Alice Hoffman,2014,The Museum of Extraordinary Things,3.73,29805,4834,744,2646,9804,14517,7646
3220405,Orson Scott Card,2008,"Ender in Exile (Ender's Saga, #1.2)",3.89,29389,1889,437,1830,10017,15486,10649
421129,MaryJanice Davidson,2004,"Undead and Unwed (Undead, #1)",3.81,45634,2489,1524,3539,12154,15722,14881
4005,Paulo Coelho,1996,The Fifth Mountain,3.61,26060,1238,1220,3366,9197,9601,7593
35519,"Joseph Campbell, Bill Moyers",1988,The Power of Myth,4.3,32337,1282,391,939,4456,10578,17550
21418013,John Scalzi,2014,"Lock In (Lock In, #1)",3.85,31073,4161,793,1630,8108,16141,8541
17380041,Jo Baker,2013,Longbourn,3.62,32744,6169,1163,3408,11297,15145,6993
21412202,"Cary Elwes, Joe Layden, Various, Rob Reiner",2014,As You Wish: Inconceivable Tales from the Making of The Princess Bride,4.08,31886,6019,811,1143,5803,13229,13393
773276,Peggy Rathmann,1994,"Good Night, Gorilla",4.2,37948,796,511,1544,6784,10585,19268
13522285,Robyn Schneider,2013,The Beginning of Everything,3.78,35150,4726,969,3198,10685,15020,10893
6389704,Jude Watson,2009,"In Too Deep (The 39 Clues, #6)",4.02,35694,628,814,1801,8381,11076,15065
138269,"Frank W. Abagnale, Stan Redding",1980,Catch Me If You Can: The True Story of a Real Fake,4.05,32048,1757,357,1326,7352,14245,12921
30248,Laurell K. Hamilton,2001,"Narcissus in Chains (Anita Blake, Vampire Hunter, #10)",3.89,46567,1017,1601,4209,10920,14041,18685
119760,Gary Zukav,1989,The Seat of the Soul,3.97,29675,497,759,1960,6680,9437,12004
16099159,J. Kenner,2013,"Claim Me (Stark Trilogy, #2)",4.21,42238,1715,388,1525,7160,15887,21129
3483,Marisha Pessl,2006,Special Topics in Calamity Physics,3.7,29369,4754,1342,3151,8523,12585,8706
18498558,Josh Malerman,2014,Bird Box,3.98,31735,6471,718,2042,7826,16827,13206
12476820,Dan Wells,2012,"Partials (Partials Sequence, #1)",3.94,42493,4291,1114,2521,9279,16910,15122
72223,Timothy Egan,2006,The Worst Hard Time: The Untold Story of Those Who Survived the Great American Dust Bowl,4.04,32275,3997,613,1502,6167,13510,12503
17802747,Ellen Marie Wiseman,2013,What She Left Behind,3.86,22933,3619,679,2176,7116,12361,9018
3047850,Sara Shepard,2008,"Wicked (Pretty Little Liars, #5)",4.04,38461,1489,467,2030,9372,13291,16349
184655,Vince Flynn,1999,"Transfer of Power (Mitch Rapp, #3)",4.31,28647,1570,155,519,4006,13209,15846
395090,Sylvia Plath,1965,Ariel,4.23,35566,1072,626,1195,5497,12507,18722
13223349,"Scott Snyder, Greg Capullo, Jonathan Glapion",2012,"Batman, Volume 1: The Court of Owls",4.3,30617,1447,423,827,3934,11175,16791
33457,Christopher Moore,1992,"Practical Demonkeeping (Pine Cove, #1)",3.81,33593,1377,427,1898,10613,13910,8996
46438,Raymond Khoury,2006,"The Last Templar (Templar, #1)",3.57,33675,1482,1154,3603,11658,12251,7103
6534932,Kathy Griffin,2009,Official Book Club Selection: A Memoir According to Kathy Griffin,3.8,31685,1426,1304,2120,8243,11250,9801
240976,"Milan Kundera, Aaron Asher",1979,The Book of Laughter and Forgetting,4.01,28159,1396,375,1322,6550,13528,10528
479415,Nicholas Evans,1995,The Horse Whisperer,3.77,38033,1603,1032,3367,11494,15447,11503
46191,Sherry Argov,2009,Why Men Love Bitches: From Doormat to Dreamgirl—A Woman's Guide to Holding Her Own in a Relationship,3.89,26662,1467,1258,2194,6076,7993,11097
3047851,Sara Shepard,2010,"Wanted (Pretty Little Liars, #8)",4.15,36207,1537,526,1683,7138,11004,17747
1225621,Kim Harrison,2008,"The Outlaw Demon Wails (The Hollows, #6)",4.38,44119,1088,149,596,5323,16276,25205
433567,"Edwin A. Abbott, Banesh Hoffmann",1884,Flatland: A Romance of Many Dimensions,3.81,31377,2864,952,2808,10004,14405,11103
7728889,Libba Bray,2012,"The Diviners (The Diviners, #1)",3.96,44513,7351,1529,2761,9098,18094,17248
3798703,Tim Tharp,2008,The Spectacular Now,3.53,30125,4075,1264,4125,11625,12568,6663
14142,"Erich Fromm, Peter D. Kramer, Rainer Funk",1956,The Art of Loving,4.01,29048,1269,854,1739,6528,11105,13037
537070,Suzanne Collins,2007,"Gregor and the Code of Claw (Underland Chronicles, #5)",4.25,33286,1624,645,990,4751,11340,17661
64218,Terry Pratchett,1990,"Eric (Discworld, #9; Rincewind #4)",3.72,37938,1207,340,3278,14872,15802,10066
25102,"Neil Gaiman, Shawn McManus, Colleen Doran, Bryan Talbot, George Pratt, Stan Woch, Dick Giordano, Todd Klein",1993,A Game of You (The Sandman #5),4.43,37211,1037,117,586,4105,13376,23751
9302,Marian Keyes,2004,The Other Side of the Story,3.77,32185,895,644,2229,10239,12589,8739
16729,Pat Conroy,1975,Beach Music,4.13,33220,2396,515,1511,6104,12108,15347
46601,Francine Rivers,1994,"An Echo in the Darkness (Mark of the Lion, #2)",4.6,32386,1311,130,359,2138,7372,23452
16429619,Mary E. Pearson,2014,"The Kiss of Deception (The Remnant Chronicles, #1)",4.06,46096,7571,1223,2570,8546,18447,20338
42933,James Clavell,1966,"Tai-Pan (Asian Saga, #2)",4.25,34158,721,156,779,5456,13375,16453
8573020,Eleanor Brown,2011,The Weird Sisters,3.36,35752,5929,1436,5258,15573,13103,4612
34498,Terry Pratchett,2000,"The Truth (Discworld, #25; Industrial Revolution, #2)",4.25,37045,975,97,596,6395,16950,18584
10762469,Tom Perrotta,2011,The Leftovers,3.38,31583,5095,1192,4787,13437,12904,3964
66354,Mihaly Csikszentmihalyi,1990,Flow: The Psychology of Optimal Experience,4.1,28619,1485,605,1399,5507,11395,13201
23454,"Margaret Weis, Tracy Hickman",1985,"Dragons of Winter Night (Dragonlance: Chronicles, #2)",4.13,31341,526,243,1206,6848,13368,14651
9219901,Portia de Rossi,2010,Unbearable Lightness: A Story of Loss and Gain,3.83,30676,2414,854,2265,8272,12285,9677
